USERID,score,city,gender,age,equity,balance,products,credit_card,last_activity,EST_SALARY,churn
212893,817.0,Ярославль,М,48.0,6,1288553.13,3,1,1,132266.87,1
187821,913.0,Ярославль,М,34.0,0,,1,1,0,79805.84,0
204484,906.0,Рыбинск,М,49.0,0,,2,1,0,255218.42,0
178017,765.0,Ярославль,М,44.0,0,32390.65,2,1,1,151160.36,0
148826,895.0,Ярославль,М,32.0,5,1470273.14,2,0,0,118058.52,1
135829,931.0,Ярославль,М,39.0,0,,1,1,1,240324.41,0
190632,896.0,Ярославль,М,34.0,0,,1,1,1,70522.15,0
120309,822.0,Ярославль,Ж,30.0,3,147776.25,2,1,0,96414.77,0
151865,783.0,Ярославль,Ж,68.0,2,718226.46,2,1,1,84710.31,0
222140,827.0,Ростов,Ж,43.0,5,625089.56,2,0,0,131148.62,0
121250,863.0,Ярославль,М,43.0,3,4734514.73,3,0,0,439303.13,0
185387,880.0,Ярославль,Ж,40.0,3,391024.42,2,0,1,245129.39,1
178438,831.0,Рыбинск,Ж,64.0,5,564012.27,2,1,0,54316.3,0
195721,896.0,Рыбинск,Ж,42.0,0,,1,1,1,155232.07,0
171558,773.0,Ярославль,М,36.0,1,62695.17,3,1,0,192366.87,1
183258,894.0,Рыбинск,М,58.0,0,,1,0,1,202177.44,0
124837,889.0,Ярославль,Ж,43.0,4,1143935.27,2,0,0,126098.0,0
123837,878.0,Ярославль,М,43.0,5,1197285.36,2,1,1,179786.89,1
187318,825.0,Ярославль,М,43.0,4,515747.95,1,1,0,127265.18,0
129690,839.0,Ярославль,М,55.0,3,1642351.04,2,0,1,213904.47,1
121180,668.0,Ярославль,М,45.0,0,,1,1,1,153871.79,0
121957,706.0,Ярославль,Ж,33.0,0,,1,1,1,243756.38,0
216398,790.0,Ярославль,М,41.0,1,128894.18,3,0,1,152608.72,1
183241,877.0,Ярославль,М,62.0,1,294367.88,2,1,0,94066.96,1
133359,844.0,Ярославль,М,31.0,2,413351.6,2,1,0,67532.12,0
214332,943.0,Ярославль,Ж,44.0,0,,1,1,1,1025315.82,0
144072,723.0,Ярославль,Ж,54.0,0,,1,1,1,238281.25,0
213902,900.0,Ярославль,М,36.0,0,,1,1,0,139959.27,0
211235,765.0,Ярославль,Ж,32.0,0,313582.71,2,0,0,81958.57,0
156273,897.0,Ярославль,Ж,37.0,4,1489917.14,2,1,0,168072.69,0
130583,875.0,Ярославль,М,40.0,4,546596.71,2,1,0,181089.0,0
123760,910.0,Ярославль,Ж,31.0,5,492656.63,2,1,0,193757.3,0
128527,906.0,Ярославль,М,44.0,3,743204.1,2,1,0,190965.81,0
227777,782.0,Рыбинск,Ж,46.0,4,330649.65,1,1,0,116304.91,0
181515,915.0,Ярославль,Ж,52.0,0,,1,0,1,98651.47,0
198294,848.0,Рыбинск,Ж,60.0,4,1070205.94,2,0,1,84503.55,0
136231,823.0,Ярославль,Ж,56.0,1,309687.89,1,1,0,29434.62,0
166896,863.0,Ростов,М,31.0,7,945267.89,2,0,1,81539.8,1
188934,897.0,Ярославль,М,33.0,0,,1,1,0,100113.1,0
120838,906.0,Рыбинск,М,49.0,3,3072195.21,4,1,0,158273.75,1
190343,932.0,Ярославль,Ж,64.0,5,1189905.04,2,0,0,150060.89,0
117217,824.0,Рыбинск,М,37.0,4,1111917.71,2,0,0,108102.01,0
207128,884.0,Ярославль,Ж,42.0,5,2269291.52,3,0,1,325475.11,1
152365,820.0,Ярославль,М,28.0,4,284180.91,2,1,0,144353.39,0
182788,901.0,Ростов,Ж,29.0,3,270035.34,1,1,0,92855.81,0
182285,804.0,Рыбинск,Ж,63.0,4,607519.47,2,0,1,40918.53,0
183474,800.0,Ярославль,Ж,32.0,0,300627.51,1,1,0,20570.59,1
127255,896.0,Рыбинск,М,38.0,0,,1,1,1,203574.21,0
225624,815.0,Ярославль,М,36.0,5,627393.83,1,1,0,193553.9,0
139623,997.0,Ярославль,Ж,50.0,3,245610.06,1,1,1,130936.36,0
147933,809.0,Ярославль,Ж,48.0,2,970639.82,2,1,0,187301.75,0
223389,836.0,Ярославль,М,44.0,3,214909.83,2,1,0,99109.63,1
156006,717.0,Ярославль,Ж,34.0,0,,1,1,0,182365.94,0
146862,890.0,Ярославль,М,35.0,0,,1,1,1,122318.05,0
218253,929.0,Ярославль,Ж,47.0,4,2963880.51,4,0,0,243424.89,1
212741,873.0,Рыбинск,М,35.0,4,694823.18,2,1,0,130504.39,0
173873,680.0,Ярославль,Ж,34.0,1,,2,1,1,218781.81,0
140481,873.0,Ярославль,Ж,61.0,3,884991.31,2,0,0,61080.8,0
160756,922.0,Рыбинск,М,29.0,0,,1,0,1,106102.47,0
160838,863.0,Ярославль,М,50.0,4,392839.62,2,0,0,110929.6,0
169070,942.0,Рыбинск,Ж,72.0,5,2021393.57,2,1,0,82282.11,0
211948,922.0,Рыбинск,М,49.0,0,,1,1,0,102595.51,0
188791,952.0,Ярославль,М,33.0,3,3266644.95,4,1,1,168406.8,1
154646,851.0,Ярославль,М,52.0,4,846267.46,2,0,1,126370.32,1
208259,762.0,Ростов,Ж,38.0,0,255334.85,1,0,0,44291.14,0
175543,920.0,Ярославль,М,42.0,0,,1,1,1,761196.31,0
183350,855.0,Рыбинск,М,34.0,1,421059.01,2,1,0,52676.65,0
207570,781.0,Ростов,М,27.0,2,62774.42,1,1,0,61243.15,0
157445,775.0,Ярославль,М,44.0,2,352438.75,2,1,0,136758.38,0
194802,908.0,Ярославль,М,63.0,0,,1,1,1,112289.74,0
131697,963.0,Рыбинск,М,29.0,1,87121.58,2,1,0,44476.8,0
202992,781.0,Рыбинск,М,58.0,4,1546584.39,3,1,1,107723.48,1
155197,850.0,Ростов,Ж,56.0,4,854470.2,2,1,0,94782.8,0
197124,812.0,Ростов,М,34.0,5,466850.9,2,1,0,27808.53,0
212729,893.0,Ростов,М,41.0,4,439681.72,2,1,1,105128.4,1
116119,802.0,Ярославль,Ж,34.0,1,107805.91,1,1,1,227446.31,0
185012,998.0,Ярославль,М,37.0,1,196969.56,2,0,1,112498.88,0
190381,859.0,Ярославль,Ж,34.0,5,1421404.79,2,0,0,185864.24,0
155856,769.0,Ярославль,М,43.0,4,361223.69,3,1,1,93607.6,0
216739,894.0,Ярославль,М,45.0,0,,1,1,1,304713.63,0
152449,811.0,Ярославль,Ж,44.0,4,1129397.41,2,0,1,60884.18,0
173315,903.0,Ярославль,М,46.0,0,,1,1,1,286028.19,0
143361,959.0,Ярославль,Ж,58.0,0,303879.77,2,0,0,55941.75,0
121255,791.0,Ярославль,Ж,43.0,2,162770.81,1,1,0,210002.56,0
139344,760.0,Ярославль,Ж,59.0,5,1109953.2,2,0,0,59272.33,0
204514,912.0,Ярославль,Ж,36.0,5,1185261.72,3,0,0,143387.51,0
153471,661.0,Ростов,М,32.0,0,,1,1,1,162854.63,0
207883,913.0,Ярославль,Ж,52.0,0,,1,1,1,227749.46,0
180701,879.0,Рыбинск,Ж,32.0,1,193700.68,2,1,1,135722.62,0
185452,849.0,Ростов,Ж,28.0,3,686966.26,4,0,1,30727.49,0
165867,884.0,Ярославль,Ж,50.0,0,,1,1,1,76042.36,0
203464,872.0,Ростов,Ж,49.0,2,262308.88,2,1,0,177081.59,0
201453,851.0,Рыбинск,М,45.0,3,500334.97,1,0,1,219819.59,0
149384,766.0,Ярославль,Ж,48.0,2,136923.3,2,1,1,130851.8,0
151287,815.0,Ярославль,М,35.0,5,677355.2,2,1,1,154208.7,0
148503,993.0,Ростов,Ж,65.0,4,436229.56,3,0,1,41169.96,1
147239,893.0,Ярославль,М,50.0,6,858604.39,1,1,0,111744.31,0
211472,906.0,Ярославль,Ж,37.0,5,848362.16,1,1,0,75891.66,0
153428,811.0,Ростов,Ж,50.0,1,290753.06,2,0,0,73241.42,0
171212,881.0,Ярославль,М,33.0,5,1544097.68,2,1,1,145921.07,1
130181,889.0,Ярославль,М,35.0,0,,1,1,0,161394.49,0
175022,788.0,Ярославль,Ж,40.0,3,488471.54,2,0,1,150276.74,0
166967,856.0,Ростов,М,25.0,7,256923.38,4,1,1,13616.26,0
221058,875.0,Ярославль,Ж,71.0,4,458439.12,2,1,0,18204.38,0
149637,930.0,Ярославль,Ж,31.0,5,586704.94,2,1,1,126173.27,1
185318,908.0,Ярославль,Ж,48.0,5,2045035.16,2,1,0,159177.45,0
197144,769.0,Ярославль,М,33.0,4,388440.08,1,1,0,40337.86,0
143577,935.0,Ярославль,М,37.0,1,,1,1,1,139441.05,0
188622,953.0,Ярославль,Ж,34.0,0,,1,1,0,275507.31,0
155670,888.0,Рыбинск,Ж,55.0,2,1797203.34,2,0,1,166819.57,1
222692,808.0,Ростов,Ж,44.0,4,1074235.9,1,0,1,126436.49,0
220870,899.0,Ярославль,Ж,56.0,4,1617017.35,4,1,1,143669.17,1
190056,913.0,Рыбинск,Ж,55.0,0,,1,1,0,138326.52,0
182737,855.0,Ярославль,Ж,32.0,2,173098.05,1,1,0,91284.81,0
128601,901.0,Рыбинск,М,33.0,3,1283522.46,2,1,1,115394.79,1
203965,826.0,Ярославль,М,50.0,3,498671.54,2,1,0,130107.37,0
219781,772.0,Ярославль,Ж,28.0,5,324709.0,2,1,1,39496.32,0
162155,992.0,Ярославль,Ж,41.0,0,142221.11,2,0,1,196474.99,0
127661,712.0,Ярославль,М,69.0,0,,1,1,0,149795.32,0
188411,776.0,Ярославль,Ж,25.0,2,158371.76,3,0,1,45732.55,0
179845,805.0,Ростов,М,65.0,5,977058.66,2,0,1,27345.81,0
143592,885.0,Рыбинск,Ж,56.0,4,1201087.46,2,1,1,88223.89,1
226795,775.0,Ростов,М,45.0,1,65097.4,1,0,0,135150.61,0
212093,771.0,Ростов,Ж,24.0,0,21698.0,2,0,0,84834.39,0
181562,917.0,Ярославль,М,25.0,5,682794.04,4,1,0,174481.89,1
187784,831.0,Ярославль,Ж,49.0,5,847473.39,2,1,1,196774.5,0
128570,730.0,Ярославль,Ж,66.0,0,,2,1,1,136850.94,0
163353,768.0,Ярославль,Ж,44.0,1,151772.16,2,1,1,208281.95,0
186321,815.0,Ярославль,М,33.0,1,130363.0,2,1,1,78703.28,0
185090,759.0,Ярославль,Ж,40.0,4,622456.69,2,0,1,70295.94,0
140493,867.0,Рыбинск,Ж,27.0,5,735814.94,2,1,1,39685.07,0
126217,869.0,Ярославль,М,42.0,4,241345.76,1,1,0,281708.46,0
182278,854.0,Ярославль,М,40.0,2,122475.83,2,1,0,72943.83,0
134049,831.0,Ярославль,Ж,49.0,3,327654.41,3,0,0,100024.24,0
205366,782.0,Ярославль,Ж,67.0,3,331283.18,2,1,0,42434.0,0
204262,902.0,Ярославль,М,31.0,2,1398312.75,2,0,0,233296.42,1
155376,841.0,Рыбинск,Ж,37.0,5,654548.46,2,1,0,148402.06,0
211179,796.0,Ростов,Ж,63.0,0,169566.35,2,0,0,116661.62,0
185642,924.0,Ярославль,М,44.0,0,,1,1,1,84764.33,0
190558,933.0,Ярославль,М,42.0,0,103753.14,2,1,0,176658.42,0
194919,870.0,Ярославль,М,35.0,3,1214079.38,4,1,1,167608.62,1
142469,909.0,Рыбинск,Ж,54.0,0,,1,1,1,127511.86,0
141937,795.0,Ярославль,Ж,70.0,4,520367.72,2,1,0,55966.1,0
123502,861.0,Рыбинск,Ж,50.0,3,386498.68,1,1,0,79430.27,0
136180,778.0,Ростов,М,65.0,1,79024.53,1,1,1,54483.07,0
160811,922.0,Ярославль,Ж,62.0,5,2192380.11,3,0,0,68480.91,0
156102,826.0,Ярославль,М,28.0,7,214989.96,4,0,1,43806.14,1
149851,816.0,Ярославль,Ж,67.0,5,1304417.46,3,0,1,188360.28,0
165534,846.0,Рыбинск,М,38.0,6,603585.35,4,0,1,160691.61,1
126149,750.0,Рыбинск,М,39.0,0,94609.98,2,0,0,101640.18,1
166843,893.0,Ярославль,М,35.0,0,,1,1,1,174838.32,0
169312,904.0,Ростов,Ж,57.0,0,,1,1,1,106017.64,0
127257,844.0,Ярославль,М,37.0,3,200440.59,2,1,0,141572.44,0
185333,883.0,Рыбинск,М,20.0,4,19817.5,2,0,1,59224.47,1
180375,836.0,Ярославль,Ж,47.0,5,657383.37,2,1,1,57061.02,0
142981,727.0,Ярославль,Ж,68.0,0,,1,1,1,94014.72,0
156341,900.0,Ярославль,М,36.0,0,,1,0,1,201320.26,0
157982,708.0,Ярославль,Ж,60.0,0,,1,1,1,248949.66,0
169650,886.0,Рыбинск,Ж,42.0,4,550123.38,2,0,1,86926.81,0
199538,891.0,Ярославль,Ж,59.0,4,1361760.24,2,0,0,74529.56,0
184761,849.0,Ярославль,М,60.0,4,678544.27,3,0,0,70032.51,0
179880,807.0,Ярославль,Ж,34.0,4,425551.28,3,0,0,138952.81,0
203549,795.0,Ярославль,М,31.0,3,679858.4,1,1,1,119711.45,0
132162,813.0,Рыбинск,Ж,36.0,1,165575.16,2,0,0,88461.39,0
139347,873.0,Ярославль,Ж,60.0,2,1818216.05,2,1,1,138718.81,1
118962,652.0,Ярославль,М,37.0,0,,1,1,1,154508.84,0
194222,775.0,Ярославль,М,42.0,3,352956.67,2,1,1,131274.54,0
135964,772.0,Ростов,Ж,60.0,1,219558.04,1,1,1,92903.42,0
161639,914.0,Ростов,Ж,31.0,0,,2,1,1,56961.11,0
189555,868.0,Рыбинск,Ж,45.0,5,723109.1,2,0,1,120852.54,1
125844,770.0,Рыбинск,М,38.0,3,298166.16,2,1,0,136479.11,0
222046,867.0,Ярославль,М,34.0,1,185012.65,2,1,0,67045.88,0
126368,832.0,Рыбинск,Ж,33.0,0,,1,0,0,118465.34,0
228895,835.0,Ростов,Ж,36.0,3,274285.58,2,0,0,84553.16,0
206670,903.0,Ярославль,М,50.0,0,,1,0,1,822855.11,0
133878,850.0,Рыбинск,М,43.0,3,353570.46,2,0,0,80671.4,0
197636,796.0,Ярославль,М,47.0,3,352130.7,3,0,0,78466.94,0
183908,794.0,Ярославль,Ж,44.0,2,823876.65,2,1,0,128366.31,0
176225,955.0,Ярославль,Ж,42.0,1,142502.98,3,0,1,207425.22,0
164299,779.0,Ярославль,Ж,45.0,2,106306.7,2,1,0,82807.63,0
212612,777.0,Ярославль,Ж,54.0,4,700826.26,2,0,1,131572.8,0
155840,904.0,Ярославль,М,50.0,0,,1,1,0,197220.61,0
228029,886.0,Рыбинск,Ж,38.0,5,784146.32,2,0,1,49741.77,0
140677,769.0,Ярославль,Ж,61.0,0,324286.49,1,1,1,73842.43,0
138456,900.0,Ярославль,М,33.0,0,,1,1,0,175064.69,0
204001,890.0,Рыбинск,Ж,33.0,4,407299.6,2,1,0,113557.14,0
195170,849.0,Рыбинск,М,28.0,3,176504.21,2,1,0,35747.0,0
174842,836.0,Ярославль,М,31.0,0,180283.24,4,1,1,76435.24,0
155095,699.0,Рыбинск,Ж,39.0,0,,2,1,0,219801.87,0
174638,805.0,Ярославль,М,45.0,3,1035139.9,2,0,0,201969.8,0
219608,758.0,Ростов,Ж,37.0,3,1239612.47,3,1,0,117820.18,0
182516,817.0,Рыбинск,Ж,47.0,1,465985.17,2,0,1,165269.8,0
175430,771.0,Ярославль,М,30.0,1,114619.2,3,1,0,54763.48,0
152383,764.0,Ярославль,Ж,41.0,5,193273.98,3,1,1,120512.93,0
154885,819.0,Ярославль,Ж,30.0,2,239253.67,2,1,1,60781.82,0
185134,874.0,Ростов,Ж,36.0,7,663405.11,2,1,0,130401.85,0
226830,826.0,Ярославль,М,41.0,3,541143.29,2,1,1,105574.87,0
142808,928.0,Ярославль,Ж,45.0,0,,1,1,1,195481.34,0
191608,751.0,Рыбинск,М,51.0,4,292012.19,3,1,0,106886.33,1
158179,832.0,Рыбинск,М,55.0,2,442908.35,2,1,1,118239.49,0
219904,786.0,Рыбинск,Ж,31.0,5,613585.07,2,0,0,98382.24,0
153426,865.0,Ярославль,М,18.0,4,7713.05,2,1,0,105897.95,0
219283,867.0,Ярославль,М,44.0,6,789556.36,4,1,1,240969.55,1
142086,742.0,Ростов,М,32.0,2,106699.03,1,1,1,134059.9,0
115862,754.0,Ярославль,М,49.0,0,,1,1,1,386262.55,0
134782,915.0,Ярославль,Ж,29.0,5,460375.16,1,1,1,102502.66,1
188957,853.0,Ярославль,М,35.0,1,374959.62,2,1,1,197600.97,1
143310,944.0,Ярославль,Ж,37.0,0,,1,1,1,185726.1,0
175330,934.0,Ярославль,М,29.0,0,,1,1,0,161674.57,0
186325,892.0,Рыбинск,М,42.0,4,1207688.56,2,0,0,191890.27,0
171864,930.0,Рыбинск,М,32.0,3,2213486.61,2,1,1,194037.85,1
118815,790.0,Ростов,М,48.0,4,290779.64,2,1,1,200367.57,1
227872,918.0,Ярославль,М,39.0,3,1859328.82,2,0,0,175012.34,0
115962,912.0,Ростов,Ж,47.0,0,,2,1,0,229745.11,0
94561,838.0,Ростов,Ж,32.0,1,377652.29,2,0,1,105665.06,1
125664,880.0,Ярославль,Ж,32.0,4,344688.49,2,1,1,117425.02,1
128571,841.0,Ярославль,М,52.0,4,587295.99,4,0,1,70664.2,1
136369,856.0,Ярославль,Ж,29.0,2,416654.4,2,1,1,116242.49,1
150287,783.0,Ярославль,М,27.0,4,439794.1,2,1,1,32396.18,0
156318,882.0,Рыбинск,Ж,63.0,4,1331947.14,3,1,0,57361.02,0
216684,907.0,Ярославль,Ж,71.0,5,2243791.95,2,0,1,89332.37,0
199619,652.0,Ярославль,Ж,38.0,0,,1,1,0,97378.43,0
218868,827.0,Рыбинск,Ж,,4,448959.07,2,1,1,67835.95,0
121796,909.0,Ярославль,Ж,53.0,0,885522.31,2,0,0,206348.12,0
147170,754.0,Рыбинск,М,66.0,4,412074.07,2,0,1,88368.17,0
158438,875.0,Ростов,М,31.0,2,247836.01,2,0,0,75482.87,0
140128,852.0,Ярославль,М,42.0,3,792286.09,2,0,0,161116.84,0
170757,796.0,Ярославль,М,31.0,2,428590.18,1,1,1,85593.3,0
192399,757.0,Ростов,М,42.0,2,263384.84,2,1,1,183836.66,0
219217,827.0,Ярославль,Ж,34.0,3,351347.44,1,1,0,108377.66,0
136618,828.0,Рыбинск,Ж,64.0,1,275860.56,2,0,0,56806.68,0
137420,829.0,Ярославль,М,39.0,4,418914.47,3,1,0,245545.13,1
210816,868.0,Ярославль,М,53.0,4,1360627.11,2,0,1,94714.45,1
227803,836.0,Ростов,М,57.0,5,326808.6,5,1,1,58680.09,0
146197,920.0,Ростов,Ж,71.0,0,,1,0,1,359145.81,0
213516,778.0,Рыбинск,М,40.0,2,335494.88,2,1,1,188729.71,0
122484,940.0,Ярославль,М,23.0,0,,2,1,1,49175.32,0
137660,796.0,Ярославль,М,43.0,5,581353.8,3,1,0,140738.36,1
119524,882.0,Ростов,М,27.0,3,573808.13,2,0,1,43644.45,1
160667,905.0,Ярославль,М,31.0,4,1188000.7,2,0,1,113831.77,1
171246,834.0,Ярославль,М,25.0,4,198891.41,2,0,0,48498.99,0
225897,941.0,Рыбинск,М,38.0,0,26371.78,1,1,0,119112.08,1
216140,738.0,Рыбинск,М,60.0,0,,1,1,1,181916.67,0
120424,845.0,Ярославль,Ж,45.0,5,624359.22,2,1,1,177679.69,0
148038,969.0,Рыбинск,М,55.0,3,6311217.6,2,1,1,392072.99,1
132051,939.0,Рыбинск,Ж,30.0,0,,1,1,0,132718.51,0
140093,811.0,Ростов,М,34.0,4,516712.01,2,1,0,78355.63,0
151662,884.0,Рыбинск,Ж,,0,,1,1,1,137500.77,0
210138,872.0,Ярославль,М,64.0,3,2122174.07,2,0,1,132412.82,0
146558,800.0,Ярославль,Ж,33.0,0,252942.36,1,1,0,41897.48,0
221957,759.0,Ростов,Ж,56.0,3,378059.07,3,0,0,32403.49,1
117850,868.0,Рыбинск,Ж,46.0,4,1014748.02,2,1,1,132504.66,0
198301,848.0,Ярославль,М,36.0,3,1161705.45,2,1,0,175334.58,0
182472,845.0,Ярославль,Ж,75.0,1,476996.66,2,0,1,40380.06,0
125355,925.0,Ярославль,М,25.0,0,,1,1,1,169614.81,0
175378,899.0,Ярославль,М,33.0,3,1533451.83,2,1,0,100225.64,1
158044,883.0,Рыбинск,М,35.0,5,853991.47,4,1,1,105218.79,0
155510,938.0,Рыбинск,Ж,36.0,1,77792.28,1,1,0,109675.19,0
161958,915.0,Ярославль,М,29.0,7,527486.44,1,1,1,73287.59,1
153199,784.0,Ярославль,Ж,49.0,3,303402.89,3,1,0,167124.36,0
124426,925.0,Ростов,М,57.0,5,1440936.87,4,1,0,120738.7,1
161142,853.0,Ростов,Ж,73.0,5,636455.75,2,0,1,40766.03,0
138678,907.0,Ярославль,М,51.0,6,806291.79,3,0,0,121907.61,1
172800,864.0,Ярославль,Ж,70.0,2,204545.43,2,0,1,123897.76,0
126521,758.0,Ростов,М,50.0,2,442260.22,2,1,0,68288.3,0
121046,780.0,Ростов,Ж,49.0,5,519423.11,2,0,1,140320.38,0
212156,813.0,Ярославль,М,43.0,2,349809.77,2,1,0,205757.12,0
172778,798.0,Ярославль,Ж,28.0,2,195262.97,2,0,1,50546.09,0
202663,843.0,Рыбинск,Ж,56.0,3,397424.86,2,0,1,141151.98,1
142841,835.0,Ростов,М,58.0,1,369958.49,2,1,0,42197.61,0
189517,822.0,Ярославль,М,32.0,5,289300.83,1,1,0,54939.78,0
202228,780.0,Ярославль,М,33.0,3,732461.7,2,0,1,96804.75,0
162390,869.0,Рыбинск,М,30.0,4,279666.58,2,1,1,159520.69,1
200958,759.0,Рыбинск,М,47.0,0,,1,1,1,720582.8,0
174322,841.0,Ярославль,Ж,48.0,1,285032.07,3,0,0,143683.47,0
115107,914.0,Ярославль,Ж,39.0,5,857891.18,2,1,1,227446.15,0
173990,959.0,Ярославль,М,32.0,3,7845813.58,1,1,0,694981.49,0
130328,864.0,Ярославль,Ж,41.0,4,1119377.63,3,0,0,176117.97,0
167442,891.0,Ростов,Ж,45.0,0,,2,0,0,208534.99,0
223634,922.0,Рыбинск,Ж,45.0,0,,1,1,1,135773.85,0
135554,801.0,Ярославль,Ж,28.0,3,367112.98,2,0,1,106457.14,0
150424,855.0,Ярославль,М,39.0,5,1146433.23,3,0,1,172506.85,1
142115,739.0,Ярославль,М,39.0,0,,1,1,0,320758.37,0
214306,864.0,Ярославль,Ж,32.0,5,440720.61,1,1,0,57806.67,0
206167,867.0,Ярославль,М,41.0,2,246193.38,2,1,0,109881.83,0
147931,711.0,Ярославль,М,42.0,0,,1,1,0,264074.64,0
176417,871.0,Рыбинск,М,41.0,5,869386.58,1,1,1,84289.22,1
127624,744.0,Рыбинск,М,35.0,4,1237674.06,3,1,0,68400.15,0
188275,929.0,Ярославль,М,49.0,0,,1,1,0,161346.15,0
193487,880.0,Рыбинск,М,41.0,0,,2,0,0,140927.69,0
210295,873.0,Ярославль,М,36.0,0,,1,0,0,85797.63,0
183242,822.0,Ярославль,Ж,60.0,1,420055.8,2,1,1,42528.86,0
145039,788.0,Рыбинск,М,35.0,0,,1,0,0,190101.79,0
219591,886.0,Ярославль,М,47.0,0,,1,1,1,201400.51,0
163650,862.0,Ярославль,Ж,53.0,4,553588.52,2,1,0,105597.9,0
157305,901.0,Ярославль,Ж,33.0,5,679365.29,2,1,1,88464.43,0
142924,922.0,Ярославль,Ж,31.0,0,,1,1,0,138031.73,0
190560,794.0,Ярославль,Ж,40.0,5,465332.48,2,1,1,192716.67,0
126344,919.0,Ярославль,Ж,65.0,0,,1,1,0,64822.72,0
216449,823.0,Рыбинск,Ж,44.0,4,527542.75,2,0,0,200241.37,0
197137,797.0,Ярославль,М,33.0,2,224839.9,3,0,1,106457.39,0
139203,813.0,Ярославль,Ж,60.0,1,89882.28,1,1,1,77649.76,0
193209,933.0,Ярославль,М,31.0,0,,1,1,1,1058923.29,0
117446,864.0,Ярославль,Ж,45.0,5,1517133.62,4,1,1,192301.14,1
197346,898.0,Рыбинск,М,32.0,4,1404240.45,2,0,1,96562.83,1
135569,922.0,Ярославль,М,43.0,5,1507830.55,2,0,1,178909.84,1
206193,945.0,Ярославль,Ж,54.0,0,,1,1,1,176053.17,0
166163,881.0,Рыбинск,М,43.0,0,,1,1,0,287786.67,0
153331,883.0,Ярославль,Ж,30.0,4,419681.02,2,1,0,75943.66,0
143592,764.0,Ярославль,Ж,68.0,3,508919.15,2,0,1,71211.66,0
224705,878.0,Ярославль,Ж,48.0,1,370855.28,1,1,0,136713.59,0
193022,913.0,Ярославль,Ж,35.0,5,1721872.29,2,0,1,123581.97,0
219520,862.0,Ярославль,Ж,35.0,4,385580.91,2,1,1,136218.09,1
196174,717.0,Ростов,Ж,53.0,1,187658.44,2,1,1,72284.23,0
181165,828.0,Ярославль,Ж,43.0,1,348620.39,2,0,0,33090.27,0
139729,887.0,Рыбинск,Ж,72.0,3,339441.91,2,1,0,26695.31,0
148615,827.0,Рыбинск,Ж,45.0,1,225317.39,1,1,0,157482.93,0
201580,908.0,Рыбинск,М,35.0,4,2347990.16,2,0,1,129047.6,1
156038,876.0,Ростов,Ж,40.0,4,521573.42,2,1,0,184292.77,0
154270,824.0,Ярославль,Ж,67.0,2,281337.45,2,0,1,24715.52,0
208396,839.0,Ярославль,М,30.0,5,605291.78,1,1,1,164796.25,0
141265,811.0,Рыбинск,Ж,33.0,3,1044316.88,2,1,0,46055.32,0
208815,773.0,Ярославль,М,39.0,4,288110.09,2,1,0,56971.91,0
180076,903.0,Рыбинск,М,36.0,4,3751316.35,2,1,1,348477.19,1
147163,895.0,Ярославль,Ж,35.0,0,,1,1,1,180690.31,0
222794,942.0,Ярославль,М,25.0,5,766293.49,3,0,0,165925.67,1
205291,801.0,Рыбинск,Ж,44.0,5,1242886.8,2,1,1,145502.2,0
125365,769.0,Ярославль,Ж,63.0,0,341108.76,2,0,0,62330.01,0
171886,913.0,Ярославль,М,36.0,0,,1,1,1,213737.64,0
151478,931.0,Ярославль,Ж,31.0,0,,1,1,0,120600.46,0
136508,739.0,Рыбинск,М,49.0,0,,2,1,1,280945.17,1
183861,691.0,Ярославль,Ж,31.0,0,,1,1,0,85373.78,0
144314,960.0,Рыбинск,Ж,27.0,2,48830.35,2,0,0,30843.26,0
150744,951.0,Ярославль,Ж,39.0,5,4318729.51,1,1,1,556908.89,0
158151,852.0,Ярославль,Ж,56.0,5,350414.07,2,0,1,44191.51,1
217201,918.0,Рыбинск,Ж,69.0,0,,1,1,1,95712.38,0
149719,795.0,Рыбинск,Ж,34.0,4,1071839.35,3,0,1,108091.94,0
220035,790.0,Ростов,М,38.0,5,1196676.55,2,1,1,171449.94,1
147982,900.0,Ярославль,Ж,41.0,8,669521.61,3,0,0,171570.94,0
225665,872.0,Рыбинск,М,32.0,3,603941.78,1,1,1,154736.8,1
187068,951.0,Ярославль,Ж,27.0,5,1700184.59,2,0,1,194800.83,1
126940,939.0,Ростов,М,38.0,0,,1,1,0,279232.93,0
182442,827.0,Ростов,М,24.0,6,460967.55,2,1,1,117506.37,0
191523,855.0,Рыбинск,Ж,59.0,5,380623.21,1,1,1,85041.04,1
212806,870.0,Ярославль,М,33.0,6,537350.47,4,0,0,100052.98,0
153231,893.0,Ярославль,Ж,27.0,0,,1,1,1,123784.91,0
127471,819.0,Рыбинск,Ж,61.0,0,,1,0,0,53223.12,0
153709,839.0,Рыбинск,М,38.0,4,297264.27,2,1,1,65121.33,1
180125,798.0,Рыбинск,Ж,56.0,3,543506.26,2,0,0,108004.34,0
225384,899.0,Ярославль,М,36.0,0,,1,1,0,171088.17,0
154705,892.0,Ярославль,М,35.0,5,1139137.77,2,1,1,72370.97,1
158615,972.0,Ростов,М,67.0,3,297460.97,2,1,1,69560.55,0
148421,793.0,Ярославль,М,44.0,2,408564.23,2,1,0,148433.48,0
153255,923.0,Рыбинск,М,46.0,5,1875729.62,4,0,0,162573.56,1
